,id,customer_id,month,name,age,ssn,occupation,annual_income,monthly_inhand_salary,num_bank_accounts,num_credit_card,interest_rate,num_of_loan,type_of_loan,delay_from_due_date,num_of_delayed_payment,changed_credit_limit,num_credit_inquiries,credit_mix,outstanding_debt,credit_utilization_ratio,payment_of_min_amount,total_emi_per_month,amount_invested_monthly,payment_behaviour,monthly_balance,target,credit_history_year,score_modelv6,gh
45536,0x24ef1,CUS_0x5b87,April,Janeman Latulu,30,871-60-8862,0.6212624584717608,18572.01,1397.6674999999998,5,7,14,6,0.6577363389590464,25.0,17,16.91,6.0,0.6118143459915611,1705.24,35.740083066868245,0.6101987899740708,73.57903944342651,94.84546586676136,0.5903500473036897,231.34224468981208,0,17,215.39954649770084,2
24349,0x1447f,CUS_0xac46,February,Scott DiSavinoy,31,370-59-9988,0.6212624584717608,41729.08,3750.4233333333336,6,10,24,5,0.6577363389590464,50.0,19,16.51,7.0,0.978531558608845,2617.44,32.20429976189827,0.9188770999115826,155.95784279876835,106.29409194939127,0.6,382.7903985851737,1,13,8.562128656172035,0
6312,0x63c0,CUS_0x2faa,July,ernie Woodallq,21,198-86-2622,0.6313993174061433,46092.75,3683.0625,9,6,24,6,0.6577363389590464,39.0,19,22.19,13.0,0.978531558608845,4567.18,29.72842099500569,0.9188770999115826,144.51762508594848,108.55106069420246,0.5903500473036897,375.2375642198491,1,6,46.61226412987912,1
1850,0x2d6b,CUS_0x3069,June,Matt Scuffhamj,41,916-30-5005,0.6453287197231834,64057.72,5082.143333333333,2,5,8,1,0.25005602157928514,5.0,3,11.91,168.0,0.24856961220597584,795.69,34.49978647295131,0.26051560379918587,35.013700520833424,371.6036550878712,0.7443339960238569,391.59697772462886,0,-1,831.4351881517135,7
19806,0x10b20,CUS_0x39bd,March,Jenniferm,35,799-65-8344,0.6313993174061433,79323.96,6900.330000000001,9,8,17,8,0.6577363389590464,43.0,23,23.77,12.0,0.6118143459915611,3393.48,22.247618253929595,0.9188770999115826,423.1495504156436,283.5438324148243,0.6,253.33961716953232,1,13,18.13484771041783,1
11806,0xa927,CUS_0x55c6,February,Spicerl,31,987-22-2665,0.6013986013986014,63022.2,5196.849999999999,10,10,30,9,0.6577363389590464,49.0,14,9.67,12.0,0.978531558608845,2955.49,24.96469054188661,0.9188770999115826,291.453005226118,115.5231149421222,0.5482233502538071,362.7088798317597,1,5,57.09527010567933,1
34211,0x1c0d4,CUS_0x394a,July,Martinne Gelleru,37,438-68-7121,0.5733558178752108,108073.04,9117.086666666666,3,7,13,2,0.6577363389590464,6.0,19,3.42,5.0,0.6118143459915611,599.48,39.95306804994625,0.26051560379918587,161.75323478177495,673.5835569488446,0.6277992277992278,356.3718749360471,0,29,803.7012730954135,6
9403,0x8b4a,CUS_0x79dd,January,Gaierm,20,432-18-9218,0.6333878887070377,73409.8,6202.483333333334,7,9,18,3,0.6577363389590464,21.0,11,18.13,10.0,0.8030075187969925,2529.51,27.02203689982935,0.9188770999115826,91.9408231701444,-1.0,0.6277992277992278,381.2812100488601,1,18,2.531708646271113,0
33953,0x1bd5d,CUS_0x667d,August,Steveng,22,446-93-1487,0.599644128113879,18413.13,1283.4275,7,9,18,2,0.6577363389590464,40.0,16,10.09,12.0,0.978531558608845,2063.45,29.72241502658816,0.9188770999115826,16.316201656868884,91.96234438160695,0.6277992277992278,300.0642039615242,1,13,1.64147421009352,0
37287,0x1e7ab,CUS_0x9d4c,February,Sineadf,28,548-47-7441,0.6453287197231834,37551.78,3413.315,10,10,22,7,0.6577363389590464,58.0,15,7.32,12.0,0.978531558608845,1577.79,31.507970667068246,0.6101987899740708,182.21564220444628,10000.0,0.6284953395472703,300.6005298632781,1,9,0.43740464144764246,0
43835,0x23a37,CUS_0x2dca,February,Krishna Kumarm,27,#F%$D@*&8,0.599644128113879,14161.12,1284.0933333333337,10,7,24,-100,0.6577363389590464,27.0,24,28.19,12.0,0.978531558608845,3754.62,23.40648187288089,0.9188770999115826,43.99615494074878,123.28902117660094,0.6277992277992278,241.1241572159836,1,-1,51.81896736326951,1
26161,0x15b6a,CUS_0x4daa,January,Laurend,43,451-28-9406,0.6132686084142395,34744.15,2784.3458333333333,3,2,3,3,0.6577363389590464,1.0,-1,5.48,3.0,0.24856961220597584,219.59,36.54346460193078,0.26051560379918587,52.21889441680582,242.6032190482348,0.6,253.6124698682928,0,32,995.6316722480119,8
4730,0x4fce,CUS_0x63ea,January,en Berkowitzq,32,378-61-1989,0.6408345752608048,9211.98,,7,6,23,7,0.6577363389590464,17.0,-1,1.11,9.0,0.978531558608845,1881.18,30.908559018707464,0.9188770999115826,27.28395086093755,14.091449809848,0.5482233502538071,285.59109932921444,1,9,3.3862431116990592,0
40741,0x211f6,CUS_0x7547,May,rad Dorfmanq,41,777-07-9801,0.6333878887070377,15931.72,1179.6433333333332,6,8,32,9,0.6577363389590464,60.0,15,6.28,10.0,0.978531558608845,1693.97,24.12799484447958,0.9188770999115826,93.40164570396924,28.379561223504943,0.5482233502538071,246.1831264058592,1,18,0.48970704863904757,0
25873,0x1579e,CUS_0x4287,January,Mohantyl,21,271-62-6210,0.6212624584717608,21595.875,2061.65625,5,7,7,1,0.29372313632007235,9.0,2,9.46,2.0,0.24856961220597584,655.46,29.57224202306752,0.26051560379918587,13.082938478587812,191.86891537086305,0.7443339960238569,291.2137711505492,1,21,474.92567055279017,3
27337,0x16b48,CUS_0xb662,July,Chris Stebbinse,18,414-25-8356,0.6408345752608048,86200.79999999999,7470.399999999999,7,3,12,5,0.6577363389590464,11.0,10,19.07,9.0,0.6118143459915611,1441.59,35.11893175143516,0.6101987899740708,268.61213515777524,341.24157872046965,0.5903500473036897,397.18628612175513,0,10,451.17119877154596,3
41993,0x222e1,CUS_0x69bf,April,Davef,38,#F%$D@*&8,0.6162420382165605,10156.33,755.3608333333333,6,8,20,8,0.6577363389590464,25.0,20,-1.0,14.0,0.978531558608845,4345.51,26.03137251869829,0.9188770999115826,59.29049520610571,81.23115851354774,0.7443339960238569,225.01442961368,1,-1,21.954436205397656,1
39512,0x2021a,CUS_0xaea7,January,Marku,-1,#F%$D@*&8,0.6350877192982456,80669.44,,8,8,29,5,0.6577363389590464,46.0,23,24.55,12.0,0.978531558608845,3461.24,28.23243774739789,0.9188770999115826,190.42943498024985,668.4147229960703,0.7443339960238569,81.40117535701336,1,13,26.477848763078896,1
41104,0x2172b,CUS_0x6aa1,June,Edwardsv,41,#F%$D@*&8,0.6408345752608048,79760.4,6927.7,5,6,9,2,0.6577363389590464,15.0,17,12.29,9.0,0.8030075187969925,2406.19,22.462420420615526,0.6101987899740708,115.19340545163318,673.9757840851772,0.6277992277992278,183.60081046318945,1,19,55.02420608288878,1
12179,0xae4f,CUS_0x4797,February,Lawrence Whitet,51,278-73-1001,0.5733558178752108,114998.64,9729.22,4,4,9,0,0.6577363389590464,12.0,10,7.87,3.0,0.24856961220597584,369.08,31.81128669807229,0.26051560379918587,0.0,225.0065830723008,0.4966996699669967,987.9154169276992,0,-1,745.9228647575135,6
45916,0x253c3,CUS_0x3aab,February,ernard Vaughany,43,347-65-8366,0.6169844020797227,7755.295,590.2745833333332,6,5,24,4,0.6577363389590464,57.0,12,16.35,15.0,0.8030075187969925,2165.25,30.65616642840359,0.9188770999115826,21.778277536180298,78.25489245046613,0.7443339960238569,248.9942883466869,1,5,16.094761823419276,0
36254,0x1da75,CUS_0xc5a4,April,Emilyv,45,924-06-3877,0.6169844020797227,18771.66,1844.305,9,5,31,8,0.6577363389590464,61.0,-1,9.1,12.0,0.978531558608845,4702.91,34.948671364927115,0.9188770999115826,73.8197363896414,233.5610698005096,0.7443339960238569,167.04969380984906,1,2,12.040468757257372,0
38029,0x1f009,CUS_0x527c,August,Jessicap,21,#F%$D@*&8,0.6453287197231834,86584.74,7228.395,5,5,9,3,0.6577363389590464,9.0,11,2.93,2.0,0.24856961220597584,19.36,27.820281488944,0.26051560379918587,203.6098233190721,156.64274866429653,0.4966996699669967,602.5869280166312,0,18,843.6216113321732,7
6923,0x6b41,CUS_0x6e19,August,N.x,38,404-28-1606,0.6313993174061433,16421.94,,7,3,21,5,0.6577363389590464,3.0,14,15.94,9.0,0.8030075187969925,2450.88,34.66903950828403,0.9188770999115826,43.911383361147394,108.10910038667863,0.7443339960238569,288.7290162521739,1,8,4.074598425151862,0
4538,0x4d1a,CUS_0x26be,May,Silviac,43,879-76-2190,0.6197440585009141,78186.56,6540.546666666666,1,5,6,1,0.39610808504989786,4.0,0,8.43,-1.0,0.24856961220597584,328.44,27.351970670244192,0.26051560379918587,34299.0,325.08000601031915,0.6,538.2029262878109,0,22,773.8731364041613,6
38740,0x1f878,CUS_0xbe70,July,John Whitesidesl,41,071-52-3069,0.6313993174061433,7243.44,614.62,7,10,33,5,0.6577363389590464,61.0,17,9.79,12.0,0.8030075187969925,2621.26,29.827805694729232,0.9188770999115826,18.973084237920684,36.48763187571544,0.7443339960238569,296.0012838863638,1,16,4.5305341075926435,0
46246,0x257b6,CUS_0x972a,May,Kajimotou,32,297-34-8639,0.6350877192982456,87605.68,7299.473333333332,5,7,19,3,0.6577363389590464,29.0,14,3.65,6.0,0.8030075187969925,512.74,28.18352100473388,0.9188770999115826,112.14880092302204,336.8831593512824,0.7443339960238569,570.9153730590289,1,29,644.8828718127813,4
11897,0xaab4,CUS_0x350e,March,Grantr,43,186-74-1693,0.6313993174061433,106154.46,8961.205,1,2,10,1,0.39610808504989786,11.0,1,5.38,2.0,0.24856961220597584,386.42,29.39916286755837,0.26051560379918587,47.78999860395541,10000.0,0.4966996699669967,991.886748882389,0,-1,996.7677964994436,8
15143,0xd225,CUS_0x8f05,August,Krishnanp,-1,261-87-4617,0.6162420382165605,14569.27,1188.7741271176524,9,8,20,7,0.6577363389590464,28.0,15,27.71,12.0,0.978531558608845,2654.18,30.812133701387005,0.9188770999115826,155.32623085075994,29.95823414061,0.4966996699669967,268.55782455764427,0,12,34.917478495305545,1
22922,0x132be,CUS_0x80ce,May,Nishantx,49,635-01-2991,0.6162420382165605,31653.01,,3,7,9,2,0.6577363389590464,10.0,5,9.2,6.0,0.24856961220597584,1250.9,30.391065237735983,0.26051560379918587,27.111028823126933,163.91496854583926,0.5903500473036897,316.8490859643672,1,24,590.3797624513971,4
30847,0x195fd,CUS_0x7bda,August,Emman,52,640-01-1485,0.6350877192982456,17127.3,1407.275,8,7,6,2,0.6577363389590464,12.0,8,8.25,0.0,0.24856961220597584,957.51,38.97485170284165,0.6101987899740708,18.437479064730013,55.33369393070656,0.6284953395472703,346.95632700456343,0,29,791.9740494621553,6
8960,0x853f,CUS_0x29ab,February,,42,406-65-3278,0.6914285714285714,20498.12,1559.1766666666665,7,6,32,2,0.6577363389590464,16.0,15,10.58,11.0,0.8030075187969925,1473.64,34.25147777612507,0.9188770999115826,31.9174465826752,66.38375535236747,0.6277992277992278,337.616464731624,1,19,4.652342307490358,0
27489,0x16d02,CUS_0xab92,May,Agnieszka Barteczkon,27,771-54-0951,0.63016157989228,14562.88,1069.5733333333333,7,4,18,4,0.6577363389590464,5.0,9,11.05,10.0,0.8030075187969925,1619.56,30.418850907003986,0.9188770999115826,43.28729266579655,73.45198892493696,0.7443339960238569,280.2180517425998,1,16,7.5760424631067735,0
6428,0x654c,CUS_0xc649,July,Motsoenengh,49,001-06-5634,0.599644128113879,44066.78,3424.231666666666,5,4,6,4,0.6577363389590464,8.0,-1,6.29,2.0,0.24856961220597584,289.59,34.67203968080716,0.26051560379918587,80.9079238308648,153.4916692006379,0.7443339960238569,398.0235736351641,0,32,903.3924393381951,8
28486,0x17934,CUS_0x2c06,July,Lisa Baertleinq,29,395-47-1287,0.6212624584717608,17642.275,,0,7,9,4,0.6577363389590464,19.0,11,0.64,1.0,0.6118143459915611,626.73,22.479869192250472,0.26051560379918587,55.41858300038386,97.13979065388314,0.6,293.5605846790664,1,27,153.39219081750548,2
15460,0xd61b,CUS_0x485e,February,Edwardo,22,550-38-9232,0.6212624584717608,108691.17,,4,2,2,0,0.6577363389590464,3.0,4,1.42,4.0,0.24856961220597584,1245.73,34.26256311145324,0.26051560379918587,0.0,10000.0,0.5903500473036897,609.1600975976106,0,31,994.0998705317016,8
15724,0xd970,CUS_0x7863,March,Angelai,34,091-61-1869,0.6212624584717608,60573.96,4868.83,6,10,34,7,0.6577363389590464,41.0,11,17.28,8.0,0.8030075187969925,2172.61,40.17598880444828,0.9188770999115826,211.22292782419467,107.917811224735,0.5482233502538071,417.7422609510704,1,-1,0.8111331473107839,0
15273,0xd3af,CUS_0x69e0,June,,27,888-50-5438,0.6212624584717608,49847.55,,9,5,18,3,0.6577363389590464,17.0,18,-4.23,8.0,0.978531558608845,2173.47,30.81432492742525,0.9188770999115826,71.67569993395902,10000.0,0.5482233502538071,454.3083957681401,1,19,1.749872317056429,0
14524,0xca88,CUS_0x7b27,March,Astridj,18,590-91-2232,0.6132686084142395,57858.3,4868.525,6,6,25,-100,0.6577363389590464,25.0,19,19.39,7.0,0.8030075187969925,2298.46,25.94505693930109,0.9188770999115826,226.7060075164017,262.55142611513696,0.5903500473036897,257.5950663684613,1,9,0.9298085460175116,0
40936,0x21496,CUS_0x400a,May,Dhanyaf,28,042-99-0678,0.5733558178752108,112671.27,9454.2725,2,4,12,0,0.6577363389590464,6.0,7,7.58,8.0,0.24856961220597584,1221.91,36.91228654536962,0.26051560379918587,0.0,341.1881195882457,0.5903500473036897,864.2391304117543,0,27,946.8766723422863,8
23077,0x13492,CUS_0x737a,May,Toml,28,643-54-4901,0.6408345752608048,142277.72,,3,4,6,0,0.6577363389590464,13.0,7,2.18,3.0,0.6118143459915611,324.6,38.34481879958385,0.26051560379918587,0.0,113.58221681426156,0.4966996699669967,1326.8654498524052,0,19,628.0747692892637,4
45339,0x24c54,CUS_0x4c5,July,Humphriesi,38,#F%$D@*&8,0.6313993174061433,86142.95999999999,7274.579999999999,0,1,7,3,0.6577363389590464,-1.0,8,0.68,1.0,0.6118143459915611,0.23,27.45953322061268,0.26051560379918587,115.89203712853724,247.96421899876685,0.7443339960238569,653.6017438726958,0,21,994.2806776602475,8
41127,0x21788,CUS_0x9bda,March,"ODonnell""v",30,957-88-8642,0.6350877192982456,15628.59,1213.3825,1,5,11,2,0.6577363389590464,10.0,6,4.38,3.0,0.24856961220597584,883.38,25.781679229003768,0.26051560379918587,21.271028526001107,53.27754588920183,0.7443339960238569,336.78967558479707,0,21,747.1008733341188,6
30100,0x18c12,CUS_0x629,January,Leea,44,495-74-9883,0.6914285714285714,15806.84,1140.236666666667,6,5,21,3,0.6577363389590464,18.0,14,3.41,11.0,0.978531558608845,2580.63,39.37174392371231,0.6101987899740708,29.02999324005239,132.18108793340446,0.7443339960238569,242.81258549320984,1,19,3.5240614914556545,0
17324,0xed24,CUS_0x71ab,July,"""John ODonnell""n",44,838-55-2390,0.5733558178752108,7226.435,662.2029166666667,8,5,20,3,0.6577363389590464,13.0,-1,8.72,9.0,0.8030075187969925,1533.48,31.9500049779583,0.9188770999115826,16.193506546212475,80.52371408227398,0.7443339960238569,259.5030710381802,1,10,1.868443264741586,0
19223,0x10483,CUS_0x7071,February,Taral,19,331-61-1751,0.6132686084142395,34094.94,2671.245000000001,8,5,15,7,0.6577363389590464,60.0,-1,21.73,8.0,0.6118143459915611,2704.98,25.045375486931995,0.9188770999115826,169.8552985851418,95.92606852003856,0.6277992277992278,281.3431328948197,1,11,13.57359725623121,0
12088,0xad35,CUS_0x3a02,August,Kiharag,35,243-14-8028,0.6162420382165605,14185.73,,0,7,11,3,0.6577363389590464,3.0,4,-0.26,4.0,0.24856961220597584,796.72,25.46052374311084,0.26051560379918587,21.77352914533932,58.85037263627385,0.6284953395472703,306.49051488505347,0,31,784.1229422468416,6
16730,0xe64d,CUS_0x8a68,August,Doug Palmerr,41,#F%$D@*&8,0.5733558178752108,44456.6,,4,3,6,2,0.6577363389590464,2.0,11,2.25,4.0,0.6118143459915611,1181.27,29.672384249650893,0.26051560379918587,42123.0,125.39526312258724,0.5903500473036897,453.6281464377916,1,17,891.9710535085133,8
19632,0x10936,CUS_0xb303,May,Pedror,27,286-26-8637,0.6313993174061433,7169.585,867.4654166666667,8,958,33,5,0.6577363389590464,21.0,11,19.18,7.0,0.8030075187969925,1552.66,31.57463000426609,0.9188770999115826,18.76056409040556,91.8244760334151,0.7443339960238569,266.16150154284605,1,12,0.8060484161744625,0
32246,0x1a796,CUS_0x578b,January,"""Johnk",32,995-68-3472,0.6013986013986014,8002.575,,6,9,29,2,0.6577363389590464,21.0,22,7.51,7.0,0.978531558608845,1699.99,27.24199975862751,0.9188770999115826,8.056869187502574,-1.0,0.6284953395472703,284.5636073885305,1,16,0.32099013592346637,0
6431,0x6553,CUS_0xa446,February,Ryanj,22,833-79-5648,0.6408345752608048,44164.8,3425.4,8,7,14,4,0.6577363389590464,16.0,10,9.08,7.0,0.8030075187969925,1598.33,30.4346888867062,0.9188770999115826,122.82908813099968,135.95800799634705,0.6277992277992278,363.7529038726533,1,7,13.784540992407301,0
5236,0x5626,CUS_0xb1a2,May,Lee Chyeni,20,132-80-7668,0.6350877192982456,20785.005,,4,5,4,0,0.6577363389590464,1.0,12,0.96,4.0,0.24856961220597584,125.84,35.850753644480235,0.26051560379918587,177.2353905331417,69.59409627394372,0.6,384.1142787260563,0,17,937.0871057334804,8
33423,0x1b647,CUS_0x8653,June,Yokoq,38,489-06-6512,0.6169844020797227,14958.54,1090.9114742485326,6,10,18,7,0.6577363389590464,41.0,19,17.88,8.0,0.6118143459915611,1746.06,26.68636668447912,0.9188770999115826,172.80670607187577,108.26881579922018,0.6277992277992278,219.81250388037145,1,18,2.203347468873403,0
34127,0x1bf8f,CUS_0x3e5c,June,Ransdell Piersone,51,466-86-1830,0.6212624584717608,70175.78,,3,2,1,0,0.6577363389590464,0.0,2,-0.5099999999999998,3.0,0.6118143459915611,101.29,27.363758585738548,0.26051560379918587,23943.0,241.416147098143,0.6284953395472703,576.6820195685236,0,22,993.0386404941086,8
1183,0x2453,CUS_0x4223,June,,21,631-86-9034,0.599644128113879,53916.84,4735.07,8,7,28,8,0.6577363389590464,57.0,21,-1.0099999999999998,6.0,0.978531558608845,2560.45,34.91951336964398,0.9188770999115826,300.23004063869445,163.58617260140042,0.5482233502538071,259.6907867599052,1,-1,3.6152519193759645,0
34102,0x1bf47,CUS_0xb428,June,Sulaimanm,27,780-95-9814,0.6914285714285714,18771.54,1670.295,10,6,24,5,0.6577363389590464,34.0,20,17.17,16.0,0.6118143459915611,3796.48,23.69394625146404,0.9188770999115826,46.59855011729619,49.7158502830917,0.5482233502538071,320.71509959961213,1,10,23.009059644033414,1
7401,0x70b8,CUS_0x1e96,March,Henryt,29,782-91-2016,0.6453287197231834,17187.27,1589.2725,10,7,24,8,0.6577363389590464,54.0,16,7.79,8.0,0.978531558608845,4962.25,38.603952619385794,0.9188770999115826,90.56454168926052,15.978471222769391,0.4966996699669967,292.3842370879701,1,4,46.271037793282176,1
30475,0x19123,CUS_0x28d0,February,Vlastelicaf,25,104-04-7236,0.6914285714285714,16293.385,1145.7820833333333,2,1,6,0,0.6577363389590464,3.0,2,5.21,2.0,0.6118143459915611,1189.57,29.991485625873946,0.26051560379918587,0.0,72.58160917731384,0.7443339960238569,331.9965991560195,0,19,998.0661045926641,8
39766,0x205f2,CUS_0x28ef,January,Davidy,24,694-69-4113,0.63016157989228,34406.64,2898.22,3,6,20,6,0.6577363389590464,21.0,19,17.29,8.0,0.8030075187969925,1598.71,26.47999715548969,0.9188770999115826,132.43637819337707,117.44170352203668,0.7443339960238569,329.9439182845863,1,-1,2.700416303594693,0
26295,0x15d44,CUS_0xc68,July,Gylesy,36,500-95-2856,0.6350877192982456,15334.13,1462.8441666666663,7,9,30,3,0.6577363389590464,31.0,17,6.8,11.0,0.978531558608845,2339.82,33.69358228544115,0.9188770999115826,19.401181932229143,28.312561660679503,0.4966996699669967,338.57067307375803,1,13,0.1369277530772024,0
33516,0x1b764,CUS_0x8888,March,Philip Shishkinc,50,821-29-2322,0.6013986013986014,30199.19,2741.5991666666664,2,2,4,4,0.6577363389590464,5.0,8,-1.0,2.0,0.24856961220597584,1421.82,32.03982315236006,0.26051560379918587,51.40716591098907,104.14485349756822,0.6277992277992278,398.60789725810935,0,26,994.7990177891506,8
15239,0xd356,CUS_0x8680,January,Baltimoreo,32,381-06-3417,0.6313993174061433,17455.36,1222.6133333333337,7,10,21,7,0.6577363389590464,52.0,18,1.49,12.0,0.978531558608845,1657.79,28.921770342615083,0.9188770999115826,58.79622097238191,83.86332609488754,0.6284953395472703,269.6017862660639,1,9,0.24891625156385544,0
22319,0x12b0a,CUS_0xdc1,January,Paulb,54,202-07-3535,0.6013986013986014,28893.09,,4,1,11,0,0.6577363389590464,11.0,3,0.9800000000000004,1.0,0.24856961220597584,224.36,37.52111497784222,0.26051560379918587,0.0,57.64378404267644,0.5482233502538071,421.9319659573236,0,21,992.8499930795347,8
40435,0x20e2b,CUS_0x7cce,June,Wheatleyk,-1,943-72-7708,0.6333878887070377,29094.06,,9,10,25,4,0.6577363389590464,50.0,18,9.45,13.0,0.8030075187969925,1556.08,25.9546535192414,0.9188770999115826,49.73700006422251,74.62613103762105,0.5903500473036897,365.9873688981564,1,14,0.16801775238036498,0
16497,0xe358,CUS_0x52b7,July,Supantha Mukherjeeo,29,090-51-5624,0.6169844020797227,53331.48,4255.29,10,5,26,9,0.6577363389590464,61.0,-1,9.23,15.0,0.978531558608845,2913.93,26.753384923278865,0.6101987899740708,2940.0,111.65194743572071,0.6284953395472703,353.5364901981824,1,2,51.38792008485882,1
28855,0x17deb,CUS_0x4d77,February,,45,298-87-8791,0.6162420382165605,119875.35,,1,1,11,2,0.6577363389590464,7.0,11,3.78,1.0,0.6118143459915611,1224.18,30.35218587995594,0.26051560379918587,191.54141265526985,65.21300416831079,0.4966996699669967,968.0068331764194,0,33,989.6845462642118,8
3693,0x42a8,CUS_0xbc14,July,Frenchw,24,846-80-3325,0.6313993174061433,87957.02,7453.751666666668,2,5,9,4,0.6577363389590464,9.0,0,11.23,2.0,0.6118143459915611,811.01,38.10751574565755,0.26051560379918587,195.91370327666627,323.4398032398443,0.7443339960238569,516.0216601501562,1,19,567.6463948834094,4
34237,0x1c100,CUS_0xb143,March,Arunac,27,985-00-2568,0.6350877192982456,36631.98,,7,10,27,6,0.6577363389590464,24.0,18,3.46,12.0,0.978531558608845,2257.71,25.213801008158264,0.9188770999115826,142.34196717087502,43.491046450343255,0.5482233502538071,397.83348637878174,1,17,0.14221899405788463,0
3916,0x457e,CUS_0x88f2,January,Himank Sharmag,26,460-29-2746,0.5733558178752108,17028.31,1663.0258333333334,4,2,4,0,0.6577363389590464,1.0,1,6.39,0.0,0.24856961220597584,43.02,26.82427262534564,0.26051560379918587,0.0,10000.0,0.5903500473036897,365.7442075125872,0,30,994.8939060726806,8
46363,0x25970,CUS_0xc675,March,Langem,34,845-32-7827,0.599644128113879,73884.6,6255.05,6,8,30,7,0.6577363389590464,53.0,15,6.71,7.0,0.978531558608845,2083.28,27.77484506933656,0.6101987899740708,349.0994939124453,157.4117143739042,0.4966996699669967,358.9937917136506,1,9,0.17596565647443185,0
17599,0xf02c,CUS_0x9867,March,Nishantz,32,684-17-4210,0.6408345752608048,104506.98,8986.915,5,1,3,4,0.6577363389590464,5.0,8,10.61,2.0,0.24856961220597584,684.55,43.15956573785338,0.26051560379918587,340.1049572228566,94.07350638951992,0.4966996699669967,704.5130363876234,0,33,993.2556532328638,8
2730,0x3713,CUS_0x6de6,June,Nicholasn,54,493-51-7387,0.6453287197231834,102630.0,8328.5,3,6,5,1019,0.6577363389590464,11.0,17,5.12,4.0,0.24856961220597584,82.66,36.96740260631781,0.26051560379918587,281.0989547444817,87.1019810507654,0.4966996699669967,704.6490642047529,0,24,868.9143455046848,7
25846,0x1575c,CUS_0x4ee7,July,,37,999-01-9823,0.6162420382165605,128502.38999999998,10530.5325,1,4,11,0,0.6577363389590464,5.0,7,10.53,8.0,0.24856961220597584,1422.93,43.113852433037785,0.26051560379918587,0.0,85.27608668739569,0.4966996699669967,1207.7771633126042,0,21,807.0958637645545,6
3640,0x41dc,CUS_0x3866,July,Deepa Seetharamanu,28,118-49-2382,0.6914285714285714,20677.0,1843.083333333333,3,5,20,5,0.6577363389590464,25.0,20,18.3,8.0,0.6118143459915611,2374.04,26.29304678806735,0.6101987899740708,53.35272172326508,103.21343032435944,0.7443339960238569,317.7421812857088,1,19,3.4060171219341555,0
42314,0x2273b,CUS_0xbbaf,February,,28,472-64-4565,0.6013986013986014,57778.98,4766.915,8,5,26,2,0.6577363389590464,18.0,18,11.71,7.0,0.8030075187969925,2268.52,36.26083708621874,0.9188770999115826,63.73594797146689,285.8582768325124,0.6277992277992278,407.0972751960208,1,8,0.5556430473093315,0
46750,0x25f08,CUS_0x944e,July,Vlastelicax,24,815-15-2261,0.5817223198594025,11834.645,688.2204166666667,5,7,10,2,0.6577363389590464,27.0,13,15.62,10.0,0.8030075187969925,1095.9,37.60569001789929,0.9188770999115826,11.089574893795469,13.713822848735116,0.4966996699669967,284.01864392413614,0,13,354.8438922193279,2
38629,0x1f71d,CUS_0x824c,August,Robin Emmottu,22,707-76-1701,0.6162420382165605,91610.4,7499.2,7,6,5,1,0.2750113431443983,5.0,20,3.99,1.0,0.8030075187969925,1091.09,29.788424607773123,0.26051560379918587,18419.0,10000.0,0.6277992277992278,234.6820609161161,0,22,142.51012490865185,1
24880,0x14b67,CUS_0x32cb,June,Tomj,47,526-91-1494,0.6350877192982456,32959.87,,2,5,12,4,0.6577363389590464,7.0,11,0.69,0.0,0.24856961220597584,1030.14,35.88854862451692,0.26051560379918587,60.94074569581397,144.26289008404171,0.5903500473036897,350.5619475534777,1,17,673.4536286888685,5
42768,0x22d90,CUS_0xc3ad,March,Alistern,25,563-61-0664,0.6197440585009141,7168.48,556.3733333333333,7,8,20,8,0.6577363389590464,57.0,17,6.31,6.0,0.6118143459915611,2673.71,26.56748632038321,0.9188770999115826,45.94457262673809,22.72754846759978,0.6284953395472703,276.96521223899543,1,12,10.527074464755856,0
40380,0x20d47,CUS_0x3e4b,June,Growj,27,937-26-6424,0.6313993174061433,18228.535,1402.044583333333,0,3,2,4,0.6577363389590464,3.0,-3,4.35,4.0,0.24856961220597584,157.78,29.60634313476632,0.26051560379918587,54.00702617124069,140.98213169433745,0.6277992277992278,225.21530046775524,0,21,954.5557149902736,8
11042,0x9fea,CUS_0x42c6,January,Latulk,-1,921-85-4898,0.5817223198594025,20076.41,1549.0341666666666,8,9,29,6,0.6577363389590464,43.0,21,22.67,11.0,0.978531558608845,4831.48,28.66902446881821,0.9188770999115826,65.22772759021862,137.95348478849206,0.6284953395472703,241.722204287956,1,1,10.208951318067875,0
21149,0x11a85,CUS_0x675c,August,Sarah Marshl,30,457-87-2144,0.5733558178752108,17905.56,,6,5,28,6,0.6577363389590464,49.0,8,9.52,-1.0,0.8030075187969925,1941.98,28.125615318822057,0.9188770999115826,53.29406262516936,46.10582459171894,0.5903500473036897,305.61311278311166,1,8,0.17606506384072418,0
15079,0xd13a,CUS_0x7551,January,Busvinel,-1,926-03-8333,0.6914285714285714,10353.13,677.7608333333333,7,5,34,8,0.6577363389590464,53.0,27,3.5,6.0,0.978531558608845,2237.99,31.10333012695464,0.9188770999115826,55.30319447364891,68.98850232311254,0.7443339960238569,233.48438653657192,1,19,0.2628909489429816,0
42136,0x2249b,CUS_0x4732,February,Yokou,26,393-18-8678,0.6212624584717608,53878.98,4328.915,4,3,5,2,0.6577363389590464,11.0,18,1.49,3.0,0.6118143459915611,1119.16,35.9027778552384,0.26051560379918587,78.3506369678963,53.18726771028428,0.5482233502538071,551.3535953218194,0,17,730.1941247051759,5
